電腦編號,ip,學生證號,卡號,開始時間,離開時間,時數
07R,140.119.129.61,99401039,00C0939D48,07-Jan-15 11:17:41,07-Jan-15 12:10:16,   0小時52分鐘
07W,140.119.49.34,101601165,00D05DEB77,07-Jan-15 11:17:59,07-Jan-15 11:48:06,   0小時30分鐘
64Y,140.119.66.64,100701002,006B54C7B3,07-Jan-15 11:19:29,07-Jan-15 11:59:02,   0小時39分鐘
38R,140.119.129.92,102258505,00F09C7578,07-Jan-15 11:19:42,07-Jan-15 11:53:17,   0小時33分鐘
51N,140.119.55.224,103207410,00867D230D,07-Jan-15 11:20:15,07-Jan-15 12:12:40,   0小時52分鐘
05W,140.119.49.36,103206042,0026C4AC0C,07-Jan-15 11:21:33,07-Jan-15 11:34:09,   0小時12分鐘
04W,140.119.49.39,102205099,0046F58B0C,07-Jan-15 11:22:28,07-Jan-15 11:31:18,   0小時09分鐘
46O,140.119.73.97,102305050,00A0655435,07-Jan-15 11:22:51,07-Jan-15 12:35:26,   1小時12分鐘
02W,140.119.49.37,102205100,00867CB30B,07-Jan-15 11:23:16,07-Jan-15 11:27:18,   0小時04分鐘
62Y,140.119.66.62,101701029,00D05CB248,07-Jan-15 11:23:25,07-Jan-15 14:18:59,   2小時55分鐘
67P,140.119.163.197,101703042,0080665435,07-Jan-15 11:24:00,07-Jan-15 11:24:22,   0小時00分鐘
26I,140.119.187.126,CC0416,0012285660,07-Jan-15 11:24:16,07-Jan-15 12:57:39,   1小時33分鐘
67P,140.119.163.197,101703042,0080665435,07-Jan-15 11:24:33,07-Jan-15 11:36:57,   0小時12分鐘
65P,140.119.163.195,101703031,0016C48C0C,07-Jan-15 11:24:40,07-Jan-15 12:11:08,   0小時46分鐘
51P,140.119.163.181,103703001,00FEC21CF2,07-Jan-15 11:24:48,07-Jan-15 11:57:55,   0小時33分鐘
07P,140.119.163.137,102703040,0070066E77,07-Jan-15 11:25:13,07-Jan-15 11:31:01,   0小時06分鐘
50P,140.119.163.180,102703043,001088E277,07-Jan-15 11:25:17,07-Jan-15 12:34:46,   1小時09分鐘
20R,140.119.129.74,102404019,0020F09164,07-Jan-15 11:25:31,07-Jan-15 13:21:56,   1小時56分鐘
06W,140.119.49.35,103207232,00E666260D,07-Jan-15 11:26:06,07-Jan-15 12:44:39,   1小時18分鐘
33R,140.119.129.87,103601120,0096CC8D0C,07-Jan-15 11:26:28,07-Jan-15 12:17:02,   0小時50分鐘
65B,140.119.41.165,100207227,00BBA0C6B3,07-Jan-15 11:27:39,07-Jan-15 12:07:49,   0小時40分鐘
65D,140.119.29.65,101601113,00A0156C77,07-Jan-15 11:27:56,07-Jan-15 12:02:01,   0小時34分鐘
13W,140.119.49.126,100651013,002B2AF1B0,07-Jan-15 11:28:43,07-Jan-15 11:36:39,   0小時07分鐘
13C,140.119.27.13,102305102,00F0890379,07-Jan-15 11:29:06,07-Jan-15 11:33:48,   0小時04分鐘
02W,140.119.49.37,103601153,00C6A4260D,07-Jan-15 11:29:56,07-Jan-15 12:01:33,   0小時31分鐘
17I,140.119.187.117,100601018,00D0099264,07-Jan-15 11:30:39,07-Jan-15 11:33:48,   0小時03分鐘
01R,140.119.129.67,99102046,00736B55E9,07-Jan-15 11:31:23,07-Jan-15 12:34:29,   1小時03分鐘
09W,140.119.49.32,102651507,001B92988A,07-Jan-15 11:31:31,07-Jan-15 11:33:56,   0小時02分鐘
14W,140.119.49.,102651507,001B92988A,07-Jan-15 11:34:02,07-Jan-15 12:04:09,   0小時30分鐘
65C,140.119.27.65,99301037,00BE028738,07-Jan-15 11:34:04,07-Jan-15 13:46:24,   2小時12分鐘
02R,140.119.129.56,102104030,00C0879164,07-Jan-15 11:35:00,07-Jan-15 11:56:02,   0小時21分鐘
31B,140.119.41.131,98104004,00C0DA7578,07-Jan-15 11:35:19,07-Jan-15 11:55:44,   0小時20分鐘
41O,140.119.73.107,100305034,005B43C7B3,07-Jan-15 11:36:45,07-Jan-15 12:08:55,   0小時32分鐘
32R,140.119.129.86,103304014,006070734F,07-Jan-15 11:36:58,07-Jan-15 12:39:36,   1小時02分鐘
54B,140.119.41.154,101352001,00FB4F19BE,07-Jan-15 11:37:00,07-Jan-15 11:38:18,   0小時01分鐘
29R,140.119.129.83,101501036,005645230D,07-Jan-15 11:37:23,07-Jan-15 11:44:43,   0小時07分鐘
14R,140.119.129.63,101207437,0030987731,07-Jan-15 11:37:34,07-Jan-15 12:50:17,   1小時12分鐘
11W,140.119.49.30,102158011,0030914E79,07-Jan-15 11:37:41,07-Jan-15 13:08:25,   1小時30分鐘
36B,140.119.41.136,101352001,00FB4F19BE,07-Jan-15 11:38:22,07-Jan-15 12:23:38,   0小時45分鐘
10R,140.119.129.69,101205092,0050F0AD48,07-Jan-15 11:40:59,07-Jan-15 13:40:59,   2小時00分鐘
08W,140.119.49.31,100601018,00D0099264,07-Jan-15 11:41:53,07-Jan-15 11:56:30,   0小時14分鐘
65Y,140.119.66.65,100701036,00AB7FC6B3,07-Jan-15 11:42:24,07-Jan-15 12:33:22,   0小時51分鐘
12R,140.119.129.71,103862017,00AB928C37,07-Jan-15 11:42:32,07-Jan-15 12:00:56,   0小時18分鐘
16R,140.119.129.65,103862018,002BAC8E37,07-Jan-15 11:43:55,07-Jan-15 11:57:53,   0小時13分鐘
67P,140.119.163.197,101703042,0080665435,07-Jan-15 11:44:39,07-Jan-15 12:22:24,   0小時37分鐘
36R,140.119.129.90,103101087,00F6E4E00E,07-Jan-15 11:45:03,07-Jan-15 12:44:59,   1小時00分鐘
45D,140.119.29.45,00117682,0016A48109,07-Jan-15 11:45:34,07-Jan-15 13:04:49,   1小時19分鐘
06R,140.119.129.60,100204002,0070C16F77,07-Jan-15 11:45:49,07-Jan-15 12:28:54,   0小時43分鐘
16Y,140.119.66.16,99701005,001B94C6B3,07-Jan-15 11:46:23,07-Jan-15 14:28:54,   2小時42分鐘
34R,140.119.129.88,103207234,0086B2250D,07-Jan-15 11:46:50,07-Jan-15 12:37:04,   0小時50分鐘
05R,140.119.129.59,100504030,00FB86C8B3,07-Jan-15 11:47:26,07-Jan-15 13:47:30,   2小時00分鐘
03R,140.119.129.57,102305102,00F0890379,07-Jan-15 11:47:33,07-Jan-15 12:04:33,   0小時16分鐘
24R,140.119.129.78,100303065,0000A86E77,07-Jan-15 11:48:07,07-Jan-15 11:53:12,   0小時04分鐘
09W,140.119.49.32,101202019,00335439E3,07-Jan-15 11:48:18,07-Jan-15 12:31:35,   0小時43分鐘
04W,140.119.49.39,101208058,00F0B65635,07-Jan-15 11:48:26,07-Jan-15 13:00:24,   1小時12分鐘
07W,140.119.49.34,101601165,00D05DEB77,07-Jan-15 11:48:38,07-Jan-15 11:50:47,   0小時02分鐘
10V,140.119.72.54,101307046,00B0D56531,07-Jan-15 11:49:40,07-Jan-15 11:50:36,   0小時01分鐘
32B,140.119.41.132,100101021,000BFBC6B3,07-Jan-15 11:49:55,07-Jan-15 12:05:44,   0小時15分鐘
03W,140.119.49.38,101208085,00F0A15D79,07-Jan-15 11:50:07,07-Jan-15 11:50:16,   0小時00分鐘
28R,140.119.129.82,103252005,0046FDE333,07-Jan-15 11:50:15,07-Jan-15 12:21:00,   0小時30分鐘
13W,140.119.49.126,101208085,00F0A15D79,07-Jan-15 11:50:21,07-Jan-15 12:47:39,   0小時57分鐘
31R,140.119.129.85,102205024,0010D47578,07-Jan-15 11:50:22,07-Jan-15 13:36:35,   1小時46分鐘
23R,140.119.129.77,103652010,0036E88B0C,07-Jan-15 11:50:55,07-Jan-15 12:23:14,   0小時32分鐘
17R,140.119.129.66,103304026,00C6FDE00E,07-Jan-15 11:50:59,07-Jan-15 12:15:09,   0小時24分鐘
51Y,140.119.66.51,101701001,00D0625435,07-Jan-15 11:51:05,07-Jan-15 13:48:11,   1小時57分鐘
58C,140.119.27.58,100305096,0096D30807,07-Jan-15 11:51:34,07-Jan-15 12:21:30,   0小時30分鐘
31I,140.119.187.131,103461006,008617230D,07-Jan-15 11:51:49,07-Jan-15 12:54:29,   1小時02分鐘
05W,140.119.49.36,102104048,00903AE277,07-Jan-15 11:52:02,07-Jan-15 13:54:46,   2小時03分鐘
12V,140.119.72.57,102353031,0090746D77,07-Jan-15 11:52:57,07-Jan-15 12:27:46,   0小時34分鐘
01W,140.119.49.108,98256033,00EE197834,07-Jan-15 11:53:47,07-Jan-15 12:59:47,   1小時06分鐘
03W,140.119.49.38,102208042,0000C9EB77,07-Jan-15 11:54:59,07-Jan-15 12:07:50,   0小時12分鐘
26R,140.119.129.80,103205043,0076D2250D,07-Jan-15 11:55:34,07-Jan-15 11:55:35,   0小時00分鐘
55Y,140.119.66.55,100701001,005B78C7B3,07-Jan-15 11:55:50,07-Jan-15 13:57:22,   2小時01分鐘
26R,140.119.129.80,103205043,0076D2250D,07-Jan-15 11:55:55,07-Jan-15 12:02:43,   0小時06分鐘
04V,140.119.72.61,101307008,00D68BB20B,07-Jan-15 11:55:56,07-Jan-15 12:01:06,   0小時05分鐘
07W,140.119.49.34,101204018,00A010693E,07-Jan-15 11:56:07,07-Jan-15 12:04:15,   0小時08分鐘
58M,140.119.17.103,103303059,002685B20B,07-Jan-15 11:56:18,07-Jan-15 15:32:09,   3小時36分鐘
24R,140.119.129.78,99104032,00D6FB8C0C,07-Jan-15 11:56:22,07-Jan-15 13:10:47,   1小時14分鐘
56C,140.119.27.56,101206039,0080925535,07-Jan-15 11:57:38,07-Jan-15 11:58:04,   0小時00分鐘
57D,140.119.29.57,100509210,009BDEC6B3,07-Jan-15 11:57:57,07-Jan-15 13:57:43,   2小時00分鐘
68D,140.119.29.68,102255009,007ECD99DD,07-Jan-15 11:58:24,07-Jan-15 12:36:09,   0小時37分鐘
13C,140.119.27.13,101206039,0080925535,07-Jan-15 11:58:26,07-Jan-15 11:59:14,   0小時00分鐘
41C,140.119.27.41,101206039,0080925535,07-Jan-15 11:59:20,07-Jan-15 12:03:15,   0小時04分鐘
65M,140.119.17.110,103303043,006617260D,07-Jan-15 11:59:43,07-Jan-15 15:10:51,   3小時11分鐘
67M,140.119.17.112,103303047,00066A240D,07-Jan-15 11:59:48,07-Jan-15 15:21:47,   3小時22分鐘
35C,140.119.27.35,100101036,00B0AD2D7A,07-Jan-15 11:59:52,07-Jan-15 12:01:42,   0小時01分鐘
66M,140.119.17.111,103303061,002679B20B,07-Jan-15 11:59:53,07-Jan-15 14:36:35,   2小時36分鐘
68M,140.119.17.113,103303081,00C612240D,07-Jan-15 12:00:03,07-Jan-15 14:43:07,   2小時43分鐘
11S,140.119.58.11,100207247,004BE2C5B3,07-Jan-15 12:00:05,07-Jan-15 12:00:22,   0小時00分鐘
64M,140.119.17.109,103303079,00A6948D0C,07-Jan-15 12:00:16,07-Jan-15 15:43:25,   3小時43分鐘
63M,140.119.17.108,103303065,006617240D,07-Jan-15 12:00:23,07-Jan-15 15:08:01,   3小時07分鐘
62M,140.119.17.107,103303063,00A6D5E533,07-Jan-15 12:00:32,07-Jan-15 15:43:29,   3小時43分鐘
13A,140.119.26.13,100504027,00FB1DC7B3,07-Jan-15 12:00:49,07-Jan-15 12:10:01,   0小時09分鐘
54D,140.119.29.54,101301023,00D0986431,07-Jan-15 12:00:52,07-Jan-15 12:05:49,   0小時04分鐘
24D,140.119.29.24,102205080,00E0D1EC77,07-Jan-15 12:00:58,07-Jan-15 12:05:34,   0小時04分鐘
51P,140.119.163.181,102703016,00502E0379,07-Jan-15 12:01:33,07-Jan-15 13:03:24,   1小時01分鐘
29Y,140.119.66.29,101701049,0056DFAD0C,07-Jan-15 12:01:43,07-Jan-15 12:31:51,   0小時30分鐘
35C,140.119.27.35,100101036,00B0AD2D7A,07-Jan-15 12:01:48,07-Jan-15 13:51:33,   1小時49分鐘
35D,140.119.29.35,99504105,007B76C7B3,07-Jan-15 12:01:48,07-Jan-15 12:30:56,   0小時29分鐘
13R,140.119.129.55,102101032,00A0F7693E,07-Jan-15 12:01:53,07-Jan-15 12:07:50,   0小時06分鐘
61M,140.119.17.106,101207333,00F094EC77,07-Jan-15 12:02:44,07-Jan-15 12:03:17,   0小時00分鐘
60M,140.119.17.105,100207404,00ABDE978A,07-Jan-15 12:02:48,07-Jan-15 12:03:13,   0小時00分鐘
08W,140.119.49.31,100304002,006BBDC7B3,07-Jan-15 12:03:20,07-Jan-15 12:44:23,   0小時40分鐘
41C,140.119.27.41,101206039,0080925535,07-Jan-15 12:03:21,07-Jan-15 12:50:04,   0小時46分鐘
27M,140.119.17.156,101207333,00F094EC77,07-Jan-15 12:03:28,07-Jan-15 12:03:38,   0小時00分鐘
13M,140.119.17.171,101207333,00F094EC77,07-Jan-15 12:03:42,07-Jan-15 14:29:01,   2小時25分鐘
12M,140.119.17.170,100207404,00ABDE978A,07-Jan-15 12:03:46,07-Jan-15 21:08:17,   9小時04分鐘
30R,140.119.129.84,F22357232900,0003BFEBEC,07-Jan-15 12:04:06,07-Jan-15 15:17:55,   3小時13分鐘
38R,140.119.129.92,102926031,00F0A8B248,07-Jan-15 12:04:15,07-Jan-15 13:45:28,   1小時41分鐘
02R,140.119.129.56,101401005,005B969A8A,07-Jan-15 12:04:24,07-Jan-15 12:30:20,   0小時25分鐘
14W,140.119.49.,102651507,001B92988A,07-Jan-15 12:04:26,07-Jan-15 12:34:35,   0小時30分鐘
12R,140.119.129.71,101555011,0030E25335,07-Jan-15 12:04:51,07-Jan-15 12:11:37,   0小時06分鐘
58B,140.119.41.158,100502051,004EF099DD,07-Jan-15 12:05:10,07-Jan-15 12:23:36,   0小時18分鐘
17B,140.119.41.117,100303080,0070F6AD48,07-Jan-15 12:05:22,07-Jan-15 12:12:16,   0小時07分鐘
24D,140.119.29.24,100208031,0056A82E11,07-Jan-15 12:05:44,07-Jan-15 14:05:12,   1小時59分鐘
21B,140.119.41.121,99104031,00B6DAE733,07-Jan-15 12:05:58,07-Jan-15 12:31:38,   0小時25分鐘
02W,140.119.49.37,102209020,0090C7EB77,07-Jan-15 12:06:06,07-Jan-15 12:49:03,   0小時43分鐘
61D,140.119.29.61,100101055,002BBAC7B3,07-Jan-15 12:06:23,07-Jan-15 12:07:16,   0小時00分鐘
25Y,140.119.66.25,100701009,00B620AE0C,07-Jan-15 12:06:26,07-Jan-15 13:44:47,   1小時38分鐘
07W,140.119.49.34,102601013,00600AE56B,07-Jan-15 12:06:32,07-Jan-15 12:10:51,   0小時04分鐘
31N,140.119.55.203,103207402,00A675230D,07-Jan-15 12:06:38,07-Jan-15 13:55:31,   1小時48分鐘
65D,140.119.29.65,101601113,00A0156C77,07-Jan-15 12:07:05,07-Jan-15 12:32:46,   0小時25分鐘
22B,140.119.41.122,100307007,003B73C7B3,07-Jan-15 12:07:58,07-Jan-15 12:23:12,   0小時15分鐘
22N,140.119.55.193,101207310,0026884511,07-Jan-15 12:08:03,07-Jan-15 20:33:14,   8小時25分鐘
55M,140.119.17.128,101202049,00F0058878,07-Jan-15 12:08:08,07-Jan-15 14:26:01,   2小時18分鐘
54M,140.119.17.127,100208053,0016C22E11,07-Jan-15 12:08:12,07-Jan-15 14:26:06,   2小時18分鐘
07M,140.119.17.165,101202037,005090B048,07-Jan-15 12:08:25,07-Jan-15 13:02:13,   0小時54分鐘
08R,140.119.129.62,102204010,00201BEC77,07-Jan-15 12:08:53,07-Jan-15 12:13:47,   0小時04分鐘
18A,140.119.26.18,103307023,008610E533,07-Jan-15 12:08:58,07-Jan-15 12:09:35,   0小時00分鐘
47M,140.119.17.120,101501052,00C6128D0C,07-Jan-15 12:09:02,07-Jan-15 14:31:22,   2小時22分鐘
03R,140.119.129.57,103101008,0066A78D0C,07-Jan-15 12:09:02,07-Jan-15 12:19:35,   0小時10分鐘
48M,140.119.17.121,101501024,0050D3B248,07-Jan-15 12:09:07,07-Jan-15 14:31:19,   2小時22分鐘
05A,140.119.26.5,103307038,000D36C0F8,07-Jan-15 12:09:07,07-Jan-15 12:09:25,   0小時00分鐘
34B,140.119.41.134,98202027,009091E277,07-Jan-15 12:09:24,07-Jan-15 16:14:18,   4小時04分鐘
27M,140.119.17.156,102303040,0060BE4A35,07-Jan-15 12:09:30,07-Jan-15 14:41:11,   2小時31分鐘
12A,140.119.26.12,103307038,000D36C0F8,07-Jan-15 12:09:31,07-Jan-15 14:01:38,   1小時52分鐘
11A,140.119.26.11,103307023,008610E533,07-Jan-15 12:09:39,07-Jan-15 12:11:10,   0小時01分鐘
06A,140.119.26.6,99401034,007B57C6B3,07-Jan-15 12:09:48,07-Jan-15 12:10:40,   0小時00分鐘
29M,140.119.17.130,100302019,00F006EB77,07-Jan-15 12:10:04,07-Jan-15 14:24:36,   2小時14分鐘
25R,140.119.129.79,103208013,00B6B8260D,07-Jan-15 12:10:23,07-Jan-15 12:33:29,   0小時23分鐘
02V,140.119.72.60,103352503,00F0C9EA77,07-Jan-15 12:10:42,07-Jan-15 13:08:57,   0小時58分鐘
17A,140.119.26.17,99401034,007B57C6B3,07-Jan-15 12:10:43,07-Jan-15 12:48:42,   0小時37分鐘
13R,140.119.129.55,101501004,00402DE177,07-Jan-15 12:10:45,07-Jan-15 12:41:28,   0小時30分鐘
07W,140.119.49.34,102203043,0020455435,07-Jan-15 12:11:07,07-Jan-15 12:16:53,   0小時06分鐘
26N,140.119.55.198,100207315,005336D8A7,07-Jan-15 12:11:12,07-Jan-15 12:59:19,   0小時48分鐘
03W,140.119.49.38,102202042,007078AE48,07-Jan-15 12:11:17,07-Jan-15 12:29:21,   0小時18分鐘
18A,140.119.26.18,103307023,008610E533,07-Jan-15 12:11:18,07-Jan-15 12:14:59,   0小時03分鐘
45B,140.119.41.145,102601050,0076608C0C,07-Jan-15 12:11:33,07-Jan-15 12:44:05,   0小時32分鐘
13V,140.119.72.72,102303069,00467ECBD9,07-Jan-15 12:11:48,07-Jan-15 12:24:11,   0小時12分鐘
37C,140.119.27.37,100101091,000BD9C6B3,07-Jan-15 12:12:08,07-Jan-15 13:44:13,   1小時31分鐘
55D,140.119.29.55,100103022,00CB94C6B3,07-Jan-15 12:12:38,07-Jan-15 12:35:46,   0小時23分鐘
18D,140.119.29.18,103509401,00ABDAD961,07-Jan-15 12:12:45,07-Jan-15 13:22:22,   1小時09分鐘
51N,140.119.55.224,103207425,0006E8660C,07-Jan-15 12:13:01,07-Jan-15 13:37:19,   1小時24分鐘
11R,140.119.129.70,102101008,0040C4693E,07-Jan-15 12:13:19,07-Jan-15 12:16:52,   0小時03分鐘
54B,140.119.41.154,100501011,0090D05835,07-Jan-15 12:13:29,07-Jan-15 13:02:40,   0小時49分鐘
14B,140.119.41.114,101401015,0040FEE077,07-Jan-15 12:13:46,07-Jan-15 12:31:42,   0小時18分鐘
09R,140.119.129.68,102306050,0096CB220D,07-Jan-15 12:14:03,07-Jan-15 14:14:08,   2小時00分鐘
73S,140.119.58.73,103207333,00F687E733,07-Jan-15 12:14:10,07-Jan-15 15:27:33,   3小時13分鐘
19R,140.119.129.73,103508013,00165F8C0C,07-Jan-15 12:14:21,07-Jan-15 12:54:55,   0小時40分鐘
61B,140.119.41.161,100101056,00CB10C8B3,07-Jan-15 12:14:30,07-Jan-15 13:23:33,   1小時09分鐘
13D,140.119.29.13,101102006,00200C5735,07-Jan-15 12:14:40,07-Jan-15 12:58:17,   0小時43分鐘
60M,140.119.17.105,100502005,007030EB77,07-Jan-15 12:15:23,07-Jan-15 14:29:04,   2小時13分鐘
12R,140.119.129.71,103504007,00361D260D,07-Jan-15 12:15:41,07-Jan-15 12:33:54,   0小時18分鐘
07R,140.119.129.61,101161004,002B1319BE,07-Jan-15 12:15:47,07-Jan-15 13:41:54,   1小時26分鐘
26R,140.119.129.80,103207246,00764F260D,07-Jan-15 12:15:56,07-Jan-15 12:20:34,   0小時04分鐘
75B,140.119.41.175,103307023,008610E533,07-Jan-15 12:15:58,07-Jan-15 12:18:38,   0小時02分鐘
29R,140.119.129.83,99501034,00CC7962BE,07-Jan-15 12:16:07,07-Jan-15 12:28:28,   0小時12分鐘
09V,140.119.72.52,103302027,00D6C78D0C,07-Jan-15 12:16:10,07-Jan-15 12:16:31,   0小時00分鐘
39R,140.119.129.93,102401082,0040E69164,07-Jan-15 12:16:14,07-Jan-15 13:00:40,   0小時44分鐘
09V,140.119.72.52,103302027,00D6C78D0C,07-Jan-15 12:16:38,07-Jan-15 12:17:50,   0小時01分鐘
20P,140.119.163.150,101703043,0030C74E79,07-Jan-15 12:16:43,07-Jan-15 12:30:28,   0小時13分鐘
06M,140.119.17.164,101306055,0010485D79,07-Jan-15 12:17:29,07-Jan-15 12:22:46,   0小時05分鐘
68C,140.119.27.68,101509223,00B01CCB48,07-Jan-15 12:17:32,07-Jan-15 13:42:57,   1小時25分鐘
54C,140.119.27.54,100204040,004B8BC6B3,07-Jan-15 12:17:41,07-Jan-15 12:21:38,   0小時04分鐘
04R,140.119.129.58,100207334,00E6DA6308,07-Jan-15 12:18:04,07-Jan-15 12:22:39,   0小時04分鐘
36C,140.119.27.36,102504032,00501B2D7A,07-Jan-15 12:18:22,07-Jan-15 13:38:15,   1小時19分鐘
74B,140.119.41.174,103307023,008610E533,07-Jan-15 12:18:43,07-Jan-15 12:43:16,   0小時24分鐘
07W,140.119.49.34,100101034,001B2DC7B3,07-Jan-15 12:19:10,07-Jan-15 12:19:17,   0小時00分鐘
16R,140.119.129.65,103263005,00E629230D,07-Jan-15 12:19:58,07-Jan-15 14:13:27,   1小時53分鐘
48O,140.119.73.93,101355069,00205F6331,07-Jan-15 12:20:29,07-Jan-15 12:29:40,   0小時09分鐘
08R,140.119.129.62,102205009,00B0CB7578,07-Jan-15 12:20:57,07-Jan-15 12:23:56,   0小時03分鐘
54C,140.119.27.54,100204040,004B8BC6B3,07-Jan-15 12:21:44,07-Jan-15 12:31:17,   0小時09分鐘
24S,140.119.58.24,103207328,008D04A711,07-Jan-15 12:22:01,07-Jan-15 15:43:56,   3小時22分鐘
07W,140.119.49.34,102208009,00300A6E77,07-Jan-15 12:22:14,07-Jan-15 12:36:18,   0小時13分鐘
29I,140.119.187.129,102401058,00405C9264,07-Jan-15 12:22:46,07-Jan-15 12:26:26,   0小時03分鐘
32M,140.119.17.133,103303027,0056F38B0C,07-Jan-15 12:22:50,07-Jan-15 12:28:06,   0小時05分鐘
41D,140.119.29.41,100207220,0070996431,07-Jan-15 12:22:57,07-Jan-15 14:42:02,   2小時19分鐘
24B,140.119.41.124,100307007,003B73C7B3,07-Jan-15 12:23:15,07-Jan-15 12:39:06,   0小時15分鐘
33N,140.119.55.205,100207307,006BE6C5B3,07-Jan-15 12:23:25,07-Jan-15 13:53:08,   1小時30分鐘
33R,140.119.129.87,101104034,00708AB148,07-Jan-15 12:23:35,07-Jan-15 13:35:50,   1小時12分鐘
23R,140.119.129.77,103652010,0036E88B0C,07-Jan-15 12:23:54,07-Jan-15 13:52:44,   1小時28分鐘
06M,140.119.17.164,101306055,0010485D79,07-Jan-15 12:24:20,07-Jan-15 12:28:16,   0小時04分鐘
21G,140.119.207.121,102305033,0020519C48,07-Jan-15 12:24:38,07-Jan-15 15:53:06,   3小時28分鐘
15R,140.119.129.64,103502012,0056E84708,07-Jan-15 12:24:41,07-Jan-15 12:24:43,   0小時00分鐘
03R,140.119.129.57,103206009,006672B30B,07-Jan-15 12:24:52,07-Jan-15 13:13:20,   0小時48分鐘
61D,140.119.29.61,99203032,00009E4E79,07-Jan-15 12:25:08,07-Jan-15 12:29:06,   0小時04分鐘
17R,140.119.129.66,103502012,0056E84708,07-Jan-15 12:25:18,07-Jan-15 12:57:00,   0小時31分鐘
11R,140.119.129.70,99401039,00C0939D48,07-Jan-15 12:25:27,07-Jan-15 13:08:01,   0小時42分鐘
58B,140.119.41.158,100502051,004EF099DD,07-Jan-15 12:26:08,07-Jan-15 14:21:49,   1小時55分鐘
26R,140.119.129.80,102501067,00A0B22E7A,07-Jan-15 12:26:38,07-Jan-15 12:35:47,   0小時09分鐘
18R,140.119.129.72,102506013,0020F59164,07-Jan-15 12:28:07,07-Jan-15 13:45:48,   1小時17分鐘
58C,140.119.27.58,100402020,00DB56C7B3,07-Jan-15 12:28:11,07-Jan-15 12:34:39,   0小時06分鐘
69M,140.119.17.114,103303027,0056F38B0C,07-Jan-15 12:28:19,07-Jan-15 15:40:57,   3小時12分鐘
42Y,140.119.66.42,102701013,00602AE177,07-Jan-15 12:28:32,07-Jan-15 12:36:56,   0小時08分鐘
10G,140.119.207.110,101302058,0056CD4708,07-Jan-15 12:28:33,07-Jan-15 13:57:28,   1小時28分鐘
04R,140.119.129.58,100102011,003B90CBB3,07-Jan-15 12:28:35,07-Jan-15 13:45:17,   1小時16分鐘
10M,140.119.17.168,100208079,00B0AFC848,07-Jan-15 12:28:52,07-Jan-15 14:39:17,   2小時10分鐘
06M,140.119.17.164,101306055,0010485D79,07-Jan-15 12:29:06,07-Jan-15 14:28:55,   2小時00分鐘
20G,140.119.207.120,102305095,00D6154711,07-Jan-15 12:29:06,07-Jan-15 15:48:29,   3小時19分鐘
64C,140.119.27.64,101504042,003BA1998A,07-Jan-15 12:29:17,07-Jan-15 13:48:15,   1小時19分鐘
08R,140.119.129.62,100504031,003B32998A,07-Jan-15 12:29:18,07-Jan-15 12:56:09,   0小時27分鐘
61M,140.119.17.106,100502044,00B60F8D0C,07-Jan-15 12:29:28,07-Jan-15 14:27:54,   1小時58分鐘
16G,140.119.207.116,102305085,0066AF250D,07-Jan-15 12:29:44,07-Jan-15 15:52:07,   3小時22分鐘
41M,140.119.17.142,102102026,00B0CE5835,07-Jan-15 12:29:47,07-Jan-15 14:32:36,   2小時03分鐘
75S,140.119.58.75,103207322,00A6F7220D,07-Jan-15 12:30:00,07-Jan-15 15:27:36,   2小時57分鐘
13V,140.119.72.72,102351009,00A0F7E277,07-Jan-15 12:30:02,07-Jan-15 12:58:04,   0小時28分鐘
07A,140.119.26.7,102601014,00009E4F79,07-Jan-15 12:30:02,07-Jan-15 13:39:25,   1小時09分鐘
74S,140.119.58.74,103207313,00E634E533,07-Jan-15 12:30:04,07-Jan-15 15:27:29,   2小時57分鐘
03W,140.119.49.38,103601059,0096B5250D,07-Jan-15 12:30:07,07-Jan-15 12:45:08,   0小時15分鐘
25M,140.119.17.154,99304030,007084EB77,07-Jan-15 12:30:10,07-Jan-15 15:08:24,   2小時38分鐘
28R,140.119.129.82,A22777886800,00CA013507,07-Jan-15 12:30:44,07-Jan-15 12:47:15,   0小時16分鐘
29R,140.119.129.83,100305107,00AB71C7B3,07-Jan-15 12:30:48,07-Jan-15 13:25:03,   0小時54分鐘
09W,140.119.49.32,101104047,009033B148,07-Jan-15 12:31:40,07-Jan-15 12:34:06,   0小時02分鐘
15R,140.119.129.64,103203114,001597F800,07-Jan-15 12:31:48,07-Jan-15 14:04:23,   1小時32分鐘
46Y,140.119.66.46,102701024,00BEB99ADD,07-Jan-15 12:32:12,07-Jan-15 12:49:28,   0小時17分鐘
22M,140.119.17.151,101308032,0040AC533E,07-Jan-15 12:32:25,07-Jan-15 14:30:23,   1小時58分鐘
23M,140.119.17.152,101308020,00D08A7578,07-Jan-15 12:32:34,07-Jan-15 14:30:18,   1小時57分鐘
22R,140.119.129.76,103352033,00F025317A,07-Jan-15 12:32:54,07-Jan-15 12:59:38,   0小時27分鐘
13N,140.119.55.186,100207437,002B65C7B3,07-Jan-15 12:33:02,07-Jan-15 16:10:06,   3小時37分鐘
15Y,140.119.66.15,99701003,00AE349BDD,07-Jan-15 12:33:08,07-Jan-15 12:33:21,   0小時00分鐘
02R,140.119.129.56,102651028,0080ECE277,07-Jan-15 12:33:16,07-Jan-15 12:59:15,   0小時25分鐘
17Y,140.119.66.17,99701003,00AE349BDD,07-Jan-15 12:33:26,07-Jan-15 12:48:54,   0小時15分鐘
